Gene	Hugo_Symbol	Chromosome	SYMBOL_SOURCE	HGNC_ID	Entrez_Gene_Id
ENSG00000197360	ZNF98	19	HGNC	13174.0	148198
ENSG00000169021	UQCRFS1	19	HGNC	12587.0	7386
ENSG00000100084	HIRA	22	HGNC	4916.0	7290
ENSG00000211638	IGLV8-61	22	HGNC	5931.0	0
ENSG00000159496	RGL4	22	HGNC	31911.0	266747
ENSG00000102174	PHEX	X	HGNC	8918.0	5251
ENSG00000147059	SPIN2A	X	HGNC	20694.0	54466
ENSG00000131080	EDA2R	X	HGNC	17756.0	60401
ENSG00000129675	ARHGEF6	X	HGNC	685.0	9459
ENSG00000185010	F8	X	HGNC	3546.0	2157
ENSG00000162572	SCNN1D	1	HGNC	10601.0	6339
ENSG00000162572	SCNN1D	1	HGNC	10601.0	6339
ENSG00000131238	PPT1	1	HGNC	9325.0	5538
ENSG00000173846	PLK3	1	HGNC	2154.0	1263
ENSG00000050628	PTGER3	1	HGNC	9595.0	5733
ENSG00000117560	FASLG	1	HGNC	11936.0	356
ENSG00000143748	NVL	1	HGNC	8070.0	4931
ENSG00000237951	PPIL1P1	2	HGNC	20865.0	0
ENSG00000233991	AC116050.1	2	Clone_based_vega_gene		0
ENSG00000227259	HMGN2P22	2	HGNC	39387.0	0
	ENSR00001626504	2			0
ENSG00000007001	UPP2	2	HGNC	23061.0	151531
ENSG00000178662	CSRNP3	2	HGNC	30729.0	80034
ENSG00000044524	EPHA3	3	HGNC	3387.0	2042
ENSG00000114127	XRN1	3	HGNC	30654.0	54464
ENSG00000151247	EIF4E	4	HGNC	3287.0	1977
ENSG00000164024	METAP1	4	HGNC	15789.0	23173
ENSG00000205976	RP11-404K5.2	5	Clone_based_vega_gene		0
ENSG00000205765	C5orf51	5	HGNC	27750.0	285636
ENSG00000184347	SLIT3	5	HGNC	11087.0	6586
ENSG00000111880	RNGTT	6	HGNC	10073.0	8732
ENSG00000196569	LAMA2	6	HGNC	6482.0	3908
ENSG00000106683	LIMK1	7	HGNC	6613.0	3984
ENSG00000229982	RP11-515K14.1	7	Clone_based_vega_gene		0
ENSG00000155561	NUP205	7	HGNC	18658.0	23165
	ENSR00000329976	8			0
ENSG00000156103	MMP16	8	HGNC	7162.0	4325
ENSG00000132554	RGS22	8	HGNC	24499.0	26166
ENSG00000064313	TAF2	8	HGNC	11536.0	6873
ENSG00000155792	DEPTOR	8	HGNC	22953.0	64798
ENSG00000147854	UHRF2	9	HGNC	12557.0	115426
ENSG00000136933	RABEPK	9	HGNC	16896.0	10244
ENSG00000148248	SURF4	9	HGNC	11476.0	6836
ENSG00000186350	RXRA	9	HGNC	10477.0	6256
ENSG00000148516	ZEB1	10	HGNC	11642.0	6935
ENSG00000177613	CSTF2T	10	HGNC	17086.0	23283
ENSG00000171862	PTEN	10	HGNC	9588.0	5728
ENSG00000138107	ACTR1A	10	HGNC	167.0	10121
	Unknown	10			0
ENSG00000188690	UROS	10	HGNC	12592.0	7390
ENSG00000181752	OR8K5	11	HGNC	15315.0	219453
ENSG00000177103	DSCAML1	11	HGNC	14656.0	57453
ENSG00000070019	GUCY2C	12	HGNC	4688.0	2984
ENSG00000172572	PDE3A	12	HGNC	8778.0	5139
ENSG00000050426	LETMD1	12	HGNC	24241.0	25875
ENSG00000166881	TMEM194A	12	HGNC	29001.0	23306
ENSG00000151838	CCDC175	14	HGNC	19847.0	729665
ENSG00000054690	PLEKHH1	14	HGNC	17733.0	57475
ENSG00000022976	ZNF839	14	HGNC	20345.0	55778
ENSG00000228966	HOMER2P1	14	HGNC	20336.0	0
ENSG00000138593	SECISBP2L	15	HGNC	28997.0	9728
ENSG00000261333	CD24P2	15	HGNC	1647.0	0
ENSG00000257403	CTD-2547E10.3	16	Clone_based_vega_gene		0
ENSG00000039068	CDH1	16	HGNC	1748.0	999
ENSG00000196436	NPIPB15	16	HGNC	34409.0	440348
	Unknown	17			0
	Unknown	17			0
ENSG00000173805	HAP1	17	HGNC	4812.0	9001
ENSG00000262271	CTD-2535P7.1	17	Clone_based_vega_gene		0
ENSG00000153933	DGKE	17	HGNC	2852.0	8526
ENSG00000171595	DNAI2	17	HGNC	18744.0	64446
ENSG00000167862	ICT1	17	HGNC	5359.0	3396
ENSG00000169710	FASN	17	HGNC	3594.0	2194
ENSG00000175319	NF1P5	18	HGNC	7770.0	0
ENSG00000076826	CAMSAP3	19	HGNC	29307.0	57662
ENSG00000188171	ZNF626	19	HGNC	30461.0	199777
ENSG00000075702	WDR62	19	HGNC	24502.0	284403
ENSG00000167634	NLRP7	19	HGNC	22947.0	199713
ENSG00000177764	ZCCHC3	20	HGNC	16230.0	85364
ENSG00000230870	FBXW11P1	21	HGNC	1145.0	0
ENSG00000160191	PDE9A	21	HGNC	8795.0	5152
ENSG00000233995	KB-67B5.12	22	Clone_based_vega_gene		0
	Unknown	22			0
ENSG00000130827	PLXNA3	X	HGNC	9101.0	55558
ENSG00000248333	CDK11B	1	HGNC	1729.0	984
ENSG00000169885	CALML6	1	HGNC	24193.0	163688
ENSG00000130940	CASZ1	1	HGNC	26002.0	54897
	Unknown	1			0
	Unknown	1			0
ENSG00000219481	NBPF1	1	HGNC	26088.0	55672
ENSG00000158825	CDA	1	HGNC	1712.0	978
ENSG00000158161	EYA3	1	HGNC	3521.0	2140
ENSG00000162419	GMEB1	1	HGNC	4370.0	10691
ENSG00000121764	HCRTR1	1	HGNC	4848.0	3061
ENSG00000025800	KPNA6	1	HGNC	6399.0	23633
ENSG00000146463	ZMYM4	1	HGNC	13055.0	9202
ENSG00000127124	HIVEP3	1	HGNC	13561.0	59269
ENSG00000127124	HIVEP3	1	HGNC	13561.0	59269
ENSG00000186409	CCDC30	1	HGNC	26103.0	728621
ENSG00000187147	RNF220	1	HGNC	25552.0	55182
ENSG00000142973	CYP4B1	1	HGNC	2644.0	1580
ENSG00000174332	GLIS1	1	HGNC	29525.0	148979
ENSG00000162600	OMA1	1	HGNC	29661.0	115209
ENSG00000132849	INADL	1	HGNC	28881.0	10207
ENSG00000116783	TNNI3K	1	HGNC	19661.0	51086
	ENSR00000936612	1			0
ENSG00000137942	FNBP1L	1	HGNC	20851.0	54874
ENSG00000085491	SLC25A24	1	HGNC	20662.0	29957
	Unknown	1			0
ENSG00000173218	VANGL1	1	HGNC	15512.0	81839
ENSG00000134247	PTGFRN	1	HGNC	9601.0	5738
	Unknown	1			0
ENSG00000232274	RP11-782C8.2	1	Clone_based_vega_gene		0
ENSG00000178104	PDE4DIP	1	HGNC	15580.0	9659
ENSG00000178104	PDE4DIP	1	HGNC	15580.0	9659
ENSG00000233396	RP11-458D21.1	1	Clone_based_vega_gene		101928979
ENSG00000264022	AL732363.1	1	Clone_based_ensembl_gene		0
ENSG00000197965	MPZL1	1	HGNC	7226.0	9019
	Unknown	1			0
ENSG00000143153	ATP1B1	1	HGNC	804.0	481
ENSG00000117523	PRRC2C	1	HGNC	24903.0	23215
	Unknown	1			0
ENSG00000226196	RP11-373J16.2	1	Clone_based_vega_gene		0
ENSG00000151418	ATP6V1G3	1	HGNC	18265.0	127124
ENSG00000134369	NAV1	1	HGNC	15989.0	89796
ENSG00000133067	LGR6	1	HGNC	19719.0	59352
ENSG00000234996	RP11-480I12.7	1	Clone_based_vega_gene		148709
ENSG00000158711	ELK4	1	HGNC	3326.0	2005
ENSG00000117597	DIEXF	1	HGNC	28440.0	27042
ENSG00000143473	KCNH1	1	HGNC	6250.0	3756
ENSG00000203705	TATDN3	1	HGNC	27010.0	128387
ENSG00000117724	CENPF	1	HGNC	1857.0	1063
ENSG00000196482	ESRRG	1	HGNC	3474.0	2104
	ENSR00001513289	1			0
ENSG00000154358	OBSCN	1	HGNC	15719.0	84033
ENSG00000177614	PGBD5	1	HGNC	19405.0	79605
	Unknown	1			0
	Unknown	1			0
ENSG00000121644	DESI2	1	HGNC	24264.0	51029
	Unknown	2			0
	Unknown	2			0
ENSG00000119203	CPSF3	2	HGNC	2326.0	51692
	Unknown	2			0
ENSG00000134324	LPIN1	2	HGNC	13345.0	23175
ENSG00000218819	TDRD15	2	HGNC	45037.0	0
	Unknown	2			0
ENSG00000163803	PLB1	2	HGNC	30041.0	151056
ENSG00000163171	CDC42EP3	2	HGNC	16943.0	10602
ENSG00000236572	AC006369.3	2	Clone_based_vega_gene		0
	ENSR00001618948	2			0
ENSG00000115970	THADA	2	HGNC	19217.0	63892
ENSG00000115421	PAPOLG	2	HGNC	14982.0	64895
ENSG00000135636	DYSF	2	HGNC	3097.0	8291
ENSG00000144036	EXOC6B	2	HGNC	17085.0	23233
ENSG00000188687	SLC4A5	2	HGNC	18168.0	57835
ENSG00000187627	RGPD1	2	HGNC	32414.0	400966
ENSG00000230006	ANKRD36BP2	2	HGNC	33607.0	645784
ENSG00000253497	IGKV1-13	2	HGNC	5731.0	0
ENSG00000227114	AC018696.3	2	Clone_based_vega_gene		0
ENSG00000214329	SLC9B1P2	2	HGNC	37493.0	0
ENSG00000214329	SLC9B1P2	2	HGNC	37493.0	0
	Unknown	2			0
ENSG00000229089	ANKRD20A8P	2	HGNC	23666.0	440482
ENSG00000174501	ANKRD36C	2	HGNC	32946.0	0
ENSG00000174501	ANKRD36C	2	HGNC	32946.0	0
ENSG00000174501	ANKRD36C	2	HGNC	32946.0	0
ENSG00000174501	ANKRD36C	2	HGNC	32946.0	0
ENSG00000174501	ANKRD36C	2	HGNC	32946.0	0
ENSG00000135976	ANKRD36	2	HGNC	24079.0	375248
ENSG00000135976	ANKRD36	2	HGNC	24079.0	375248
ENSG00000135976	ANKRD36	2	HGNC	24079.0	375248
ENSG00000135976	ANKRD36	2	HGNC	24079.0	375248
ENSG00000168658	VWA3B	2	HGNC	28385.0	200403
ENSG00000168658	VWA3B	2	HGNC	28385.0	200403
ENSG00000172985	SH3RF3	2	HGNC	24699.0	344558
ENSG00000153214	TMEM87B	2	HGNC	25913.0	84910
ENSG00000144161	ZC3H8	2	HGNC	30941.0	84524
ENSG00000221055	MIR1302-3	2	HGNC	35295.0	100302128
	Unknown	2			0
ENSG00000125629	INSIG2	2	HGNC	20452.0	51141
ENSG00000136731	UGGT1	2	HGNC	15663.0	56886
	ENSR00001626841	2			0
	Unknown	2			0
ENSG00000188219	POTEE	2	HGNC	33895.0	445582
ENSG00000233786	CDC27P1	2	HGNC	38091.0	0
	Unknown	2			0
ENSG00000152127	MGAT5	2	HGNC	7049.0	4249
ENSG00000115232	ITGA4	2	HGNC	6140.0	3676
ENSG00000115415	STAT1	2	HGNC	11362.0	6772
ENSG00000163596	ICA1L	2	HGNC	14442.0	130026
ENSG00000178385	PLEKHM3	2	HGNC	34006.0	389072
ENSG00000021826	CPS1	2	HGNC	2323.0	1373
	ENSR00001207681	2			0
ENSG00000036257	CUL3	2	HGNC	2553.0	8452
ENSG00000081052	COL4A4	2	HGNC	2206.0	1286
	Unknown	2			0
ENSG00000187957	DNER	2	HGNC	24456.0	92737
ENSG00000235013	COX20P2	2	HGNC	43772.0	0
ENSG00000204128	C2orf72	2	HGNC	27418.0	257407
ENSG00000123485	HJURP	2	HGNC	25444.0	55355
ENSG00000157985	AGAP1	2	HGNC	16922.0	116987
	Unknown	2			0
ENSG00000068024	HDAC4	2	HGNC	14063.0	9759
ENSG00000220256	AC093802.1	2	Clone_based_vega_gene		0
	Unknown	2			0
ENSG00000171135	JAGN1	3	HGNC	26926.0	84522
	ENSR00001247560	3			0
ENSG00000163539	CLASP2	3	HGNC	17078.0	23122
	ENSR00000303769	3			0
ENSG00000055955	ITIH4	3	HGNC	6169.0	3700
ENSG00000163935	SFMBT1	3	HGNC	20255.0	51460
ENSG00000243295	CTD-2185K10.1	3	Clone_based_vega_gene		0
ENSG00000189283	FHIT	3	HGNC	3701.0	2272
	Unknown	3			0
	Unknown	3			0
ENSG00000114455	HHLA2	3	HGNC	4905.0	11148
ENSG00000163611	SPICE1	3	HGNC	25083.0	152185
ENSG00000072858	SIDT1	3	HGNC	25967.0	54847
ENSG00000173175	ADCY5	3	HGNC	236.0	111
ENSG00000206527	PTPLB	3	HGNC	9640.0	201562
ENSG00000155903	RASA2	3	HGNC	9872.0	5922
	ENSR00001668318	3			0
	Unknown	3			0
ENSG00000121879	PIK3CA	3	HGNC	8975.0	5290
ENSG00000156931	VPS8	3	HGNC	29122.0	23355
	Unknown	3			0
	Unknown	4			0
ENSG00000197386	HTT	4	HGNC	4851.0	3064
	Unknown	4			0
ENSG00000248669	RP11-489M13.2	4	Clone_based_vega_gene		0
ENSG00000184985	SORCS2	4	HGNC	16698.0	57537
	Unknown	4			0
ENSG00000137449	CPEB2	4	HGNC	21745.0	132864
	Unknown	4			0
	ENSR00001676264	4			0
ENSG00000251056	ANKRD20A17P	4	HGNC	43608.0	0
ENSG00000109220	CHIC2	4	HGNC	1935.0	26511
ENSG00000109265	KIAA1211	4	HGNC	29219.0	57482
ENSG00000083896	YTHDC1	4	HGNC	30626.0	91746
	Unknown	4			0
ENSG00000138678	AGPAT9	4	HGNC	28157.0	84803
ENSG00000164037	SLC9B1	4	HGNC	24244.0	150159
ENSG00000248242	RP11-556I14.2	4	Clone_based_vega_gene		0
ENSG00000168743	NPNT	4	HGNC	27405.0	255743
ENSG00000188517	COL25A1	4	HGNC	18603.0	84570
ENSG00000145384	FABP2	4	HGNC	3556.0	2169
ENSG00000250950	RP11-33B1.3	4	Clone_based_vega_gene		0
	Unknown	4			0
ENSG00000196782	MAML3	4	HGNC	16272.0	55534
ENSG00000164161	HHIP	4	HGNC	14866.0	64399
ENSG00000164164	OTUD4	4	HGNC	24949.0	54726
ENSG00000198589	LRBA	4	HGNC	1742.0	987
ENSG00000137460	FHDC1	4	HGNC	29363.0	85462
ENSG00000218336	TENM3	4	HGNC	29944.0	55714
ENSG00000248517	RP11-386B13.4	4	Clone_based_vega_gene		0
	Unknown	4			0
ENSG00000245685	AF146191.4	4	Clone_based_vega_gene		728339
ENSG00000109536	FRG1	4	HGNC	3954.0	2483
ENSG00000063438	AHRR	5	HGNC	346.0	57491
	Unknown	5			0
	Unknown	5			0
ENSG00000039139	DNAH5	5	HGNC	2950.0	1767
	Unknown	5			0
ENSG00000133401	PDZD2	5	HGNC	18486.0	23037
ENSG00000082068	WDR70	5	HGNC	25495.0	55100
ENSG00000171495	MROH2B	5	HGNC	26857.0	133558
ENSG00000171495	MROH2B	5	HGNC	26857.0	133558
	Unknown	5			0
ENSG00000164171	ITGA2	5	HGNC	6137.0	3673
ENSG00000249069	LINC01033	5	HGNC	49019.0	0
	Unknown	5			0
ENSG00000068796	KIF2A	5	HGNC	6318.0	3796
	Unknown	5			0
ENSG00000122008	POLK	5	HGNC	9183.0	51426
ENSG00000155324	GRAMD3	5	HGNC	24911.0	65983
ENSG00000072682	P4HA2	5	HGNC	8547.0	8974
ENSG00000053108	FSTL4	5	HGNC	21389.0	23105
ENSG00000146005	PSD2	5	HGNC	19092.0	84249
ENSG00000254245	PCDHGA3	5	HGNC	8701.0	56112
ENSG00000113578	FGF1	5	HGNC	3665.0	2246
	Unknown	5			0
	Unknown	5			0
ENSG00000184347	SLIT3	5	HGNC	11087.0	6586
ENSG00000253652	RP11-798K23.4	5	Clone_based_vega_gene		0
ENSG00000131459	GFPT2	5	HGNC	4242.0	9945
ENSG00000112699	GMDS	6	HGNC	4369.0	2762
ENSG00000230269	RP1-40E16.9	6	Clone_based_vega_gene		100507194
	Unknown	6			0
ENSG00000264121	AL157775.1	6	Clone_based_ensembl_gene		0
ENSG00000124782	RREB1	6	HGNC	10449.0	6239
	ENSR00001706080	6			0
ENSG00000112293	GPLD1	6	HGNC	4459.0	2822
ENSG00000204525	HLA-C	6	HGNC	4933.0	3107
ENSG00000196126	HLA-DRB1	6	HGNC	4948.0	3123
ENSG00000179344	HLA-DQB1	6	HGNC	4944.0	3119
	Unknown	6			0
ENSG00000183826	BTBD9	6	HGNC	21228.0	114781
	Unknown	6			0
ENSG00000164663	USP49	6	HGNC	20078.0	25862
ENSG00000187871	GFRAL	6	HGNC	32789.0	389400
ENSG00000146143	PRIM2	6	HGNC	9370.0	5558
ENSG00000082293	COL19A1	6	HGNC	2196.0	1310
ENSG00000065609	SNAP91	6	HGNC	14986.0	9892
ENSG00000226524	RP1-102H19.8	6	Clone_based_vega_gene		0
ENSG00000118434	SPACA1	6	HGNC	14967.0	81833
ENSG00000080546	SESN1	6	HGNC	21595.0	27244
ENSG00000185002	RFX6	6	HGNC	21478.0	222546
ENSG00000093144	ECHDC1	6	HGNC	21489.0	55862
ENSG00000146411	SLC2A12	6	HGNC	18067.0	154091
ENSG00000118513	MYB	6	HGNC	7545.0	4602
ENSG00000135540	NHSL1	6	HGNC	21021.0	57224
ENSG00000120278	PLEKHG1	6	HGNC	20884.0	57480
ENSG00000146477	SLC22A3	6	HGNC	10967.0	6581
ENSG00000071242	RPS6KA2	6	HGNC	10431.0	6196
ENSG00000112494	UNC93A	6	HGNC	12570.0	54346
ENSG00000235994	RP3-470B24.5	6	Clone_based_vega_gene		0
ENSG00000260771	RP1-39J2.1	6	Clone_based_vega_gene		0
ENSG00000234471	AC147651.1	7	Clone_based_vega_gene		0
ENSG00000164880	INTS1	7	HGNC	24555.0	26173
ENSG00000176349	AC110781.3	7	Clone_based_vega_gene		100128374
ENSG00000198286	CARD11	7	HGNC	16393.0	84433
ENSG00000219545	RPA3-AS1	7	HGNC	48955.0	0
ENSG00000239622	CTA-242H14.1	7	Clone_based_vega_gene		0
ENSG00000106069	CHN2	7	HGNC	1944.0	644086
ENSG00000106069	CHN2	7	HGNC	1944.0	644086
ENSG00000106125	FAM188B	7	HGNC	21916.0	84182
	Unknown	7			0
ENSG00000006715	VPS41	7	HGNC	12713.0	27072
ENSG00000164500	C7orf72	7	HGNC	22564.0	100130988
	Unknown	7			0
ENSG00000196313	POM121	7	HGNC	19702.0	9883
ENSG00000006576	PHTF2	7	HGNC	13411.0	57157
ENSG00000153956	CACNA2D1	7	HGNC	1399.0	781
	Unknown	7			0
ENSG00000170629	DPY19L2P2	7	HGNC	21764.0	349152
ENSG00000091136	LAMB1	7	HGNC	6486.0	3912
ENSG00000004866	ST7	7	HGNC	11351.0	93655
ENSG00000213265	TSGA13	7	HGNC	12369.0	114960
	ENSR00001732999	7			0
ENSG00000157741	UBN2	7	HGNC	21931.0	254048
ENSG00000106526	ACTR3C	7	HGNC	37282.0	653857
	Unknown	7			0
ENSG00000233878	AC073133.1	7	Clone_based_vega_gene		285889
ENSG00000182648	LINC01006	7	HGNC	48971.0	129790
ENSG00000198010	DLGAP2	8	HGNC	2906.0	9228
	Unknown	8			0
	ENSR00000330213	8			0
ENSG00000168546	GFRA2	8	HGNC	4244.0	2675
ENSG00000147439	BIN3	8	HGNC	1054.0	55909
ENSG00000029534	ANK1	8	HGNC	492.0	286
ENSG00000185942	NKAIN3	8	HGNC	26829.0	286183
ENSG00000147570	DNAJC5B	8	HGNC	24138.0	85479
	Unknown	8			0
ENSG00000241550	RN7SL41P	8	HGNC	46057.0	0
ENSG00000147614	ATP6V0D2	8	HGNC	18266.0	245972
ENSG00000164953	TMEM67	8	HGNC	28396.0	91147
ENSG00000164830	OXR1	8	HGNC	15822.0	55074
ENSG00000205038	PKHD1L1	8	HGNC	20313.0	93035
ENSG00000254339	RP11-267L5.1	8	Clone_based_vega_gene		0
ENSG00000136960	ENPP2	8	HGNC	3357.0	5168
	ENSR00001439772	8			0
ENSG00000104549	SQLE	8	HGNC	11279.0	6713
ENSG00000155897	ADCY8	8	HGNC	239.0	114
	Unknown	8			0
ENSG00000104415	WISP1	8	HGNC	12769.0	8840
ENSG00000123908	AGO2	8	HGNC	3263.0	27161
ENSG00000181790	BAI1	8	HGNC	943.0	575
ENSG00000107105	ELAVL2	9	HGNC	3313.0	1993
ENSG00000137103	TMEM8B	9	HGNC	21427.0	51754
ENSG00000070601	FRMPD1	9	HGNC	29159.0	22844
	Unknown	9			0
ENSG00000202474	RNA5SP283	9	HGNC	43183.0	0
ENSG00000238113	RP11-262H14.1	9	Clone_based_vega_gene		100996870
ENSG00000203438	AL512625.1	9	Clone_based_ensembl_gene		0
ENSG00000237238	BMS1P10	9	HGNC	49154.0	0
ENSG00000215548	RP11-764K9.4	9	Clone_based_vega_gene		0
ENSG00000215548	RP11-764K9.4	9	Clone_based_vega_gene		0
ENSG00000154330	PGM5	9	HGNC	8908.0	5239
ENSG00000226337	RP11-274B18.4	9	Clone_based_vega_gene		0
ENSG00000106829	TLE4	9	HGNC	11840.0	7091
	ENSR00001755560	9			0
ENSG00000188312	CENPP	9	HGNC	32933.0	401541
	Unknown	9			0
ENSG00000136824	SMC2	9	HGNC	14011.0	10592
ENSG00000119471	HSDL2	9	HGNC	18572.0	84263
ENSG00000148334	PTGES2	9	HGNC	17822.0	80142
ENSG00000126883	NUP214	9	HGNC	8064.0	8021
ENSG00000177239	MAN1B1	9	HGNC	6823.0	11253
ENSG00000151240	DIP2C	10	HGNC	29150.0	22982
ENSG00000215244	RP11-563J2.2	10	Clone_based_vega_gene		399715
	Unknown	10			0
	Unknown	10			0
ENSG00000151474	FRMD4A	10	HGNC	25491.0	55691
ENSG00000107611	CUBN	10	HGNC	2548.0	8029
	Unknown	10			0
ENSG00000148459	PDSS1	10	HGNC	17759.0	23590
ENSG00000214434	NIFKP1	10	HGNC	44949.0	0
ENSG00000150076	C10ORF68	10	Uniprot_gn		79741
ENSG00000148513	ANKRD30A	10	HGNC	17234.0	91074
ENSG00000148513	ANKRD30A	10	HGNC	17234.0	91074
ENSG00000237592	IGKV1OR10-1	10	HGNC	44978.0	0
ENSG00000198298	ZNF485	10	HGNC	23440.0	220992
ENSG00000223477	LINC00842	10	HGNC	44989.0	643650
ENSG00000204164	BMS1P5	10	HGNC	23653.0	399761
ENSG00000227345	PARG	10	HGNC	8605.0	8505
ENSG00000204169	AGAP7	10	HGNC	23465.0	653268
ENSG00000204149	AGAP6	10	HGNC	23466.0	728404
ENSG00000138346	DNA2	10	HGNC	2939.0	1763
ENSG00000235645	RP11-242G20.1	10	Clone_based_vega_gene		0
ENSG00000107719	PALD1	10	HGNC	23530.0	27143
	Unknown	10			0
ENSG00000271985	RP11-589B3.7	10	Clone_based_vega_gene		0
	Unknown	10			0
ENSG00000224886	BEND3P3	10	HGNC	45016.0	0
ENSG00000182771	GRID1	10	HGNC	4575.0	2894
ENSG00000173267	SNCG	10	HGNC	11141.0	6623
ENSG00000152779	SLC16A12	10	HGNC	23094.0	387700
ENSG00000148677	ANKRD1	10	HGNC	15819.0	27063
ENSG00000148690	FRA10AC1	10	HGNC	1162.0	118924
ENSG00000107593	PKD2L1	10	HGNC	9011.0	9033
ENSG00000107581	EIF3A	10	HGNC	3271.0	8661
ENSG00000189319	FAM53B	10	HGNC	28968.0	9679
ENSG00000189319	FAM53B	10	HGNC	28968.0	9679
	Unknown	10			0
ENSG00000170430	MGMT	10	HGNC	7059.0	4255
	Unknown	10			0
ENSG00000148814	LRRC27	10	HGNC	29346.0	80313
	Unknown	10			0
	Unknown	10			0
ENSG00000233435	AGGF1P2	10	HGNC	38052.0	0
ENSG00000241598	KRTAP5-4	11	HGNC	23599.0	387267
ENSG00000132259	CNGA4	11	HGNC	2152.0	1262
ENSG00000254401	RP11-179A10.1	11	Clone_based_vega_gene		0
ENSG00000129167	TPH1	11	HGNC	12008.0	7166
ENSG00000255470	RP11-113D6.6	11	Clone_based_vega_gene		0
ENSG00000189332	RP11-113D6.10	11	Clone_based_vega_gene		0
	Unknown	11			0
	Unknown	11			0
ENSG00000156575	PRG3	11	HGNC	9363.0	10394
ENSG00000013725	CD6	11	HGNC	1691.0	923
ENSG00000250230	RP11-855O10.2	11	Clone_based_vega_gene		101927495
ENSG00000133317	LGALS12	11	HGNC	15788.0	85329
ENSG00000175467	SART1	11	HGNC	10538.0	9092
	Unknown	11			0
ENSG00000261645	DISC1FP1	11	HGNC	33625.0	101929222
ENSG00000110218	PANX1	11	HGNC	8599.0	24145
ENSG00000166037	CEP57	11	HGNC	30794.0	9702
ENSG00000087053	MTMR2	11	HGNC	7450.0	8898
	Unknown	11			0
ENSG00000139044	B4GALNT3	12	HGNC	24137.0	283358
ENSG00000185652	NTF3	12	HGNC	8023.0	4908
ENSG00000110799	VWF	12	HGNC	12726.0	7450
ENSG00000070019	GUCY2C	12	HGNC	4688.0	2984
ENSG00000111404	RERGL	12	HGNC	26213.0	79785
ENSG00000205693	MANSC4	12	HGNC	40023.0	100287284
	Unknown	12			0
ENSG00000061273	HDAC7	12	HGNC	14067.0	51564
ENSG00000257159	RP11-58A17.3	12	Clone_based_vega_gene		0
ENSG00000174206	C12orf66	12	HGNC	26517.0	144577
ENSG00000127329	PTPRB	12	HGNC	9665.0	5787
ENSG00000133858	ZFC3H1	12	HGNC	28328.0	196441
ENSG00000133858	ZFC3H1	12	HGNC	28328.0	196441
ENSG00000257501	RP11-1016B18.1	12	Clone_based_vega_gene		643711
ENSG00000120802	TMPO	12	HGNC	11875.0	7112
ENSG00000241917	RP11-512N21.1	12	Clone_based_vega_gene		0
ENSG00000120837	NFYB	12	HGNC	7805.0	4801
ENSG00000151135	C12orf23	12	HGNC	28281.0	90488
ENSG00000111199	TRPV4	12	HGNC	18083.0	59341
ENSG00000135119	RNFT2	12	HGNC	25905.0	84900
	Unknown	12			0
	Unknown	12			0
ENSG00000090615	GOLGA3	12	HGNC	4426.0	2802
	Unknown	13			0
ENSG00000032742	IFT88	13	HGNC	20606.0	8100
ENSG00000253771	TPTE2P1	13	HGNC	35196.0	0
ENSG00000133110	POSTN	13	HGNC	16953.0	10631
ENSG00000102760	RGCC	13	HGNC	20369.0	28984
ENSG00000083544	TDRD3	13	HGNC	20612.0	81550
ENSG00000125257	ABCC4	13	HGNC	55.0	10257
ENSG00000041515	MYO16	13	HGNC	29822.0	23026
ENSG00000185989	RASA3	13	HGNC	20331.0	22821
ENSG00000187537	POTEM	14	HGNC	37096.0	641455
ENSG00000258027	RP11-597A11.1	14	Clone_based_vega_gene		0
ENSG00000258941	RP11-407N17.3	14	Clone_based_vega_gene		4253
ENSG00000070182	SPTB	14	HGNC	11274.0	6710
ENSG00000171723	GPHN	14	HGNC	15465.0	10243
ENSG00000072110	ACTN1	14	HGNC	163.0	87
ENSG00000021645	NRXN3	14	HGNC	8010.0	9369
ENSG00000140090	SLC24A4	14	HGNC	10978.0	123041
ENSG00000100628	ASB2	14	HGNC	16012.0	51676
ENSG00000259097	RP11-61O1.1	14	Clone_based_vega_gene		0
	Unknown	14			0
ENSG00000230805	AL132709.1	14	Clone_based_vega_gene		0
ENSG00000197102	DYNC1H1	14	HGNC	2961.0	1778
ENSG00000258913	RP11-260M19.2	14	Clone_based_vega_gene		0
ENSG00000211947	IGHV3-21	14	HGNC	5586.0	0
ENSG00000253957	IGHV3-22	14	HGNC	5587.0	0
ENSG00000211970	IGHV4-61	14	HGNC	5655.0	0
ENSG00000239471	RN7SL584P	15	HGNC	46600.0	0
ENSG00000187667	WHAMMP3	15	HGNC	27892.0	339005
ENSG00000137812	CASC5	15	HGNC	24054.0	57082
ENSG00000157890	MEGF11	15	HGNC	29635.0	84465
ENSG00000259986	RP11-382A20.4	15	Clone_based_vega_gene		0
ENSG00000166748	AGBL1	15	HGNC	26504.0	123624
ENSG00000140538	NTRK3	15	HGNC	8033.0	4916
	Unknown	15			0
ENSG00000140563	MCTP2	15	HGNC	25636.0	55784
	Unknown	15			0
ENSG00000140470	ADAMTS17	15	HGNC	17109.0	170691
ENSG00000103148	NPRL3	16	HGNC	14124.0	8131
ENSG00000007541	PIGQ	16	HGNC	14135.0	9091
ENSG00000260710	RP11-616M22.7	16	Clone_based_vega_gene		0
ENSG00000162040	HS3ST6	16	HGNC	14178.0	64711
